id_article,authors,title,year,volume,first_page,last_page,pubmed,medline
13101,"Yoshida, K., Yamaguchi, M., Morinaga, T., Kinehara, M., Ikeuchi, M., Ashida, H., Fujita, Y.",Myo-inositol catabolism in Bacillus subtilis.,2008,283,10415,10424,18310071,NULL
13102,"Blasi, F., Fragonmele, F. and Covelli, I.",Thyroidal phenylpyruvate tautomerase. Isolation and characterization.,1969,244,4864,4870,5824560,70004746
13103,"Knox, W.E.",p-hydroxyphenylpyruvate enol-keto tautomerase.,1955,2,289,295,NULL,NULL
13104,"Knox, W.E. and Pitt, B.M.",Enzymic catalysis of the keto-enol tautomerization of phenylpyruvic acids.,1957,225,675,688,13416270,NULL
13105,"Annett, R.G. and Kosicki, G.W.",Oxaloacetate keto-enol tautomerase. Purification and characterization.,1969,244,2059,2067,5781999,69177436
13106,"Pfoestl, A., Hofinger, A., Kosma, P., Messner, P.","Biosynthesis of dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactose in Aneurinibacillus thermoaerophilus L420-91T.",2003,278,26410,26417,12740380,NULL
13107,"Davis, M. L., Thoden, J. B., Holden, H. M.","The x-ray structure of dTDP-4-keto-6-deoxy-D-glucose-3,4-ketoisomerase.",2007,282,19227,19236,17459872,NULL
13108,"Melancon, C. E., Hong, L., White, J. A., Liu, Y. N., Liu, H. W.","Characterization of TDP-4-keto-6-deoxy-D-glucose-3,4-ketoisomerase from the D-mycaminose biosynthetic pathway of Streptomyces fradiae: in vitro activity and substrate specificity studies.",2007,46,577,590,17209568,NULL
13109,"Myers, R. W., Wray, J. W., Fish, S., Abeles, R. H.",Purification and characterization of an enzyme involved in oxidative carbon-carbon bond cleavage reactions in the methionine salvage pathway of Klebsiella pneumoniae.,1993,268,24785,24791,8227039,NULL
13110,"Ashida, H., Saito, Y., Kojima, C., Kobayashi, K., Ogasawara, N., Yokota, A.",A functional link between RuBisCO-like protein of Bacillus and photosynthetic RuBisCO.,2003,302,286,290,14551435,NULL
13111,"Whitman, C.P., Aird, B.A., Gillespie, W.R. and Stolowich, N.J.","Chemical and enzymatic ketonization of 2-hydroxymuconate, a conjugated enol.",1991,113,3154,3162,NULL,NULL
13112,"Whitman, C.P., Hajipour, G., Watson, R.J., Johnson, W.H., Jr., Bembenek, M.E. and Stolowich, N.J.",Stereospecific ketonization of 2-hydroxymuconate by 4-oxalocrotonate tautomerase and 5-(carboxymethyl)-2-hydroxymuconate isomerase.,1992,114,10104,10110,NULL,NULL
13113,"Subramanya, H. S., Roper, D. I., Dauter, Z., Dodson, E. J., Davies, G. J., Wilson, K. S., Wigley, D. B.",Enzymatic ketonization of 2-hydroxymuconate: specificity and mechanism investigated by the crystal structures of two isomerases.,1996,35,792,802,8547259,NULL
13114,"Stivers, J. T., Abeygunawardana, C., Mildvan, A. S., Hajipour, G., Whitman, C. P., Chen, L. H.",Catalytic role of the amino-terminal proline in 4-oxalocrotonate tautomerase: affinity labeling and heteronuclear NMR studies.,1996,35,803,813,8547260,NULL
13115,"Wang, S. C., Johnson, W. H., Czerwinski, R. M., Stamps, S. L., Whitman, C. P.","Kinetic and stereochemical analysis of YwhB, a 4-oxalocrotonate tautomerase homolog in Bacillus subtilis: mechanistic implications for the YwhB- and 4-oxalocrotonate tautomerase-catalyzed reactions.",2007,46,11919,11929,17902707,NULL
13116,"Kasai, D., Fujinami, T., Abe, T., Mase, K., Katayama, Y., Fukuda, M., Masai, E.","Uncovering the protocatechuate 2,3-cleavage pathway genes.",2009,191,6758,6768,19717587,NULL
13117,"Yu, S., Refdahl, C. and Lundt, I.","Enzymatic description of the anhydrofructose pathway of glycogen degradation. I. Identification and purification of anhydrofructose dehydratase, ascopyrone tautomerase and alpha-1,4-glucan lyase in the fungus Anthracobia melaloma.",2004,1672,120,129,15110094,NULL
13118,"Yu, S. and Fiskesund, R.",The anhydrofructose pathway and its possible role in stress response and signaling.,2006,1760,1314,1322,16822618,NULL
13119,"Nogales, J., Canales, A., Jimenez-Barbero, J., Serra, B., Pingarron, J. M., Garcia, J. L., Diaz, E.",Unravelling the gallic acid degradation pathway in bacteria: the gal cluster from Pseudomonas putida.,2011,79,359,374,21219457,NULL
13120,"Ewald, W., Werbein, H. and Chaikoff, I.L.",Evidence for the presence of 17-hydroxypregnenedione isomerase in beef adrenal cortex.,1965,111,306,312,5867327,66112068
13121,"Kawahara, F.S. and Talalay, P.",Crystalline Delta(5)-3-ketosteroid isomerase.,1960,235,PC1,PC2,NULL,NULL
13122,"Talalay, P. and Wang, V.S.",Enzymic isomerization of Delta(5)-3-ketosteroids.,1955,18,300,301,NULL,NULL
13123,"Kaneda, K., Kuzuyama, T., Takagi, M., Hayakawa, Y. and Seto, H.",NULL,2001,98,932,937,11158573,NULL
13124,"Bishop, J.M.",Cellular oncogenes and retroviruses.,1983,52,301,354,6351725,NULL
13125,"Agranoff, B.W., Eggerer, H., Henning, U. and Lynen, F.",NULL,1960,235,326,332,NULL,NULL
13126,"Lynen, F., Knappe, J., Lorch, E., Juetting, G. and Ringelmann, E.",Die biochemische Funktion des Biotins.,1959,71,481,486,NULL,NULL
13127,"Rilling, H.C. and Coon, M.J.",The enzymatic isomerization of alpha-methylvinylacetyl coenzyme A and the specificity of a bacterial alpha-methylcrotonyl coenzyme A carboxylase.,1960,235,3087,3092,NULL,NULL
13128,"Ornston, L.N.",The conversion of catechol and protocatechuate to beta-ketoadipate by Pseudomonas putida. 3. Enzymes of the catechol pathway.,1966,241,3795,3799,5330966,67011530
13129,"Ornston, L.N.",Conversion of catechol and protocatechuate to beta-ketoadipate (Pseudomonas putida).,1970,17A,529,549,NULL,NULL
13130,"Wilton, D.C., Rahimtula, A.D. and Akhtar, M.",The reversibility of the Delta(8)-cholestenol-Delta(7)-cholestenol isomerase reaction in cholesterol biosynthesis. ,1969,114,71,73,5810070,69287490
13131,"Kung, H.-F. and Stadtman, T.C.",Nicotinic acid metabolism. VI. Purification and properties of alpha-methyleneglutarate mutase (B12-dependent) and methylitaconate isomerase. ,1971,246,3378,3388,5574401,71185712
13132,"Klinman, J.P. and Rose, I.A.",Purification and kinetic properties of aconitate isomerase from Pseudomonas putida.,1971,10,2253,2259,NULL,NULL
13133,"Klinman, J.P. and Rose, I.A.",Mechanism of the aconitate isomerase reaction.,1971,10,2259,2266,NULL,NULL
13134,"Miesowicz, F.M. and Bloch, K.",Purification of hog liver isomerase. Mechanism of isomerization of 3-alkenyl and 3-alkynyl thioesters.,1979,254,5868,5877,376522,79194144
13135,"Stoffel, W., Ditzer, R. and Caesar, H.",Der Stoffwechsel der ungesaettigten Fettsaeuren. III. Zur beta-Oxydation der Mono- und Polyenfettsaeuren. Der Mechanismus der enzymatischen Reaktionen an Delta(3cis)-Enoyl-CoA-Verbindungen.,1964,339,167,181,5830064,66008980
13136,"Stoffel, W. and Ecker, W.","Delta(3)-cis,-Delta(2)-trans-Enoyl-CoA isomerase from rat liver mitochondria.",1979,14,99,105,NULL,NULL
13137,"Stoffel, W. and Grol, M.",Purification and properties of 3-cis-2-trans-enoyl-CoA isomerase (dodecenoyl-CoA Delta-isomerase) from rat liver mitochondria.,1978,359,1777,1782,738702,79108378
13138,"Polet, H. and Levine, L.","Metabolism of prostaglandins E, A, and C in serum. ",1975,250,351,357,234423,75095476
13139,"Garrido-Pertierra, A. and Cooper, R.A.",Identification and purification of distinct isomerase and decarboxylase enzymes involved in the 4-hydroxyphenylacetate catabolic pathway of Escherichia coli.,1981,117,581,584,7026235,82027181
13140,"Kjonaas, R.B., Venkatachalam, K.V. and Croteau, R.","Metabolism of monoterpenes: oxidation of isopiperitenol to isopiperitenone, and subsequent isomerization to piperitenone by soluble enzyme preparations from peppermint (Mentha piperita) leaves.",1985,238,49,60,3885858,85173346
13141,"Solano, F., Jimenez-Cervantes, C., Martinez-Liarte, J.H., Garcia-Borron, J.C. and Lozano, J.A.","Molecular mechanism for catalysis by a new zinc enzyme, dopachrome tautomerase.",1996,313,447,453,8573077,96152526
13142,"Pawelek, J.M.",Dopachrome conversion factor functions as an isomerase.,1990,166,1328,1333,2106316,NULL
13143,"Pennock, J.L., Behnke, J.M., Bickle, Q.D., Devaney, E., Grencis, R.K., Isaac, R.E., Joshua, G.W.P., Selkirk, M.E., Zhang, Y. and Meyer, D.J.","Rapid purification and characterization of L-dopachrome-methyl ester tautomerase (macrophage-migration-inhibitory factor) from Trichinella spiralis, Trichuris muris and Brugia pahangi.",1998,335,495,498,9794786,NULL
13144,"Wise, M.L., Hamberg, M. and Gerwick, W.H.",Biosynthesis of conjugated fatty acids by a novel isomerase from the red marine alga Ptilota filicina.,1994,33,15223,15232,7803384,NULL
13145,"Wise, M.L., Soderstrom, K., Murray, T.F. and Gerwick, W.H.","Synthesis and cannabinoid receptor binding activity of conjugated triene anandamide, a novel eicosanoid.",1996,52,88,92,8575565,NULL
13146,"Wise, M.L., Rossi, J. and Gerwick, W.H.",Binding site characterization of polyenoic fatty-acid isomerase from the marine alga Ptilota filicina.,1997,36,2985,2992,9062129,NULL
13147,"Zheng, W., Wise, M.L., Wyrick, A., Metz, J.G., Yuan, L. and Gerwick, W.H.",Polyenoic fatty-acid isomerase from the marine red alga Ptilota filicina: protein characterization and functional expression of the cloned cDNA.,2002,401,11,20,12054482,NULL
13148,"Brock, D.J.H., Kass, L.R. and Bloch, K.",Beta-hydroxydecanoyl thioester dehydrase. II. Mode of action.,1967,242,4432,4440,4863740,NULL
13149,"Bloch, K.",Enzymatic synthesis of monounsaturated fatty acids.,1969,2,193,202,NULL,NULL
13150,"Marrakchi, H., Choi, K.-H. and Rock, C.O.",A new mechanism for anaerobic unsaturated fatty acid formation in Streptococcus pneumoniae.,2002,277,44809,44816,12237320,NULL
13151,"Cronan, J.E., Jr. and Rock, C.O.",Biosynthesis of membrane lipids.,1996,1,612,636,NULL,NULL
13152,"Parsons, J. F., Song, F., Parsons, L., Calabrese, K., Eisenstein, E., Ladner, J. E.",Structure and function of the phenazine biosynthesis protein PhzF from Pseudomonas fluorescens 2-79.,2004,43,12427,12435,15449932,NULL
13153,"Blankenfeldt, W., Kuzin, A. P., Skarina, T., Korniyenko, Y., Tong, L., Bayer, P., Janning, P., Thomashow, L. S., Mavrodi, D. V.",Structure and function of the phenazine biosynthetic protein PhzF from Pseudomonas fluorescens.,2004,101,16431,16436,15545603,NULL
13154,"Parsons, J. F., Calabrese, K., Eisenstein, E., Ladner, J. E.",Structure of the phenazine biosynthesis enzyme PhzG.,2004,60,2110,2113,15502343,NULL
13155,"Mavrodi, D. V., Bleimling, N., Thomashow, L. S., Blankenfeldt, W.","The purification, crystallization and preliminary structural characterization of PhzF, a key enzyme in the phenazine-biosynthesis pathway from Pseudomonas fluorescens 2-79.",2004,60,184,186,14684924,NULL
13156,"Ahuja, E. G., Janning, P., Mentel, M., Graebsch, A., Breinbauer, R., Hiller, W., Costisella, B., Thomashow, L. S., Mavrodi, D. V., Blankenfeldt, W.",PhzA/B catalyzes the formation of the tricycle in phenazine biosynthesis.,2008,130,17053,17061,19053436,NULL
13157,"Ismail, W., El-Said Mohamed, M., Wanner, B. L., Datsenko, K. A., Eisenreich, W., Rohdich, F., Bacher, A., Fuchs, G.",Functional genomics by NMR spectroscopy. Phenylacetate catabolism in Escherichia coli.,2003,270,3047,3054,12846838,NULL
13158,"Teufel, R., Mascaraque, V., Ismail, W., Voss, M., Perera, J., Eisenreich, W., Haehnel, W., Fuchs, G.",Bacterial phenylalanine and phenylacetate catabolic pathway revealed.,2010,107,14390,14395,20660314,NULL
13159,"De Lorenzo, F., Goldberger, R.F., Steers, E., Givol, D. and Anfinsen, C.B.",Purification and properties of an enzyme from beef liver which catalyzes sulfhydryl-disulfide interchange in proteins. ,1966,241,1562,1567,5946614,66171230
13160,"Fuchs, S., De Lorenzo, F. and Anfinsen, C.B.",Studies on the mechanism of the enzymic catalysis of disulfide interchange in proteins. ,1967,242,398,402,6022836,67134295
13161,"Christ-Hazelhof, E. and Nugteren, D.H.","Purification and characterization of prostaglandin endoperoxide Delta-isomerase, a cytoplasmic, glutathione-requiring enzyme.",1979,572,43,51,32914,79103914
13162,"Shimizu, T., Yamamoto, S. and Hayaishi, O.",Purification and properties of prostaglandin D synthetase from rat brain.,1979,254,5222,5228,109431,79194044
13163,"Ogino, N., Miyamoto, T., Yamamoto, S. and Hayaishi, O.","Prostaglandin endoperoxide E isomerase from bovine vesicular gland microsomes, a glutathione-requiring enzyme. ",1977,252,890,895,838703,77118562
13164,"Tanaka, Y., Ward, S.L. and Smith, W.L.",Immunochemical and kinetic evidence for two different prostaglandin H-prostaglandin E isomerases in sheep vesicular gland microsomes. ,1987,262,1374,1381,3100531,87109259
13165,"DeWitt, D.L. and Smith, W.L.",Purification of prostacyclin synthase from bovine aorta by immunoaffinity chromatography. Evidence that the enzyme is a hemoprotein. ,1983,258,3285,3293,6338016,83135786
13166,"Ullrich, V., Castle, L. and Weber, P.",Spectral evidence for the cytochrome P(450) nature of prostacyclin synthetase.,1981,30,2033,2036,7023490,81282014
13167,"Shen, R.-F. and Tai, H.-H.",Immunoaffinity purification and characterization of thromboxane synthase from porcine lung.,1986,261,11592,11599,3745158,86304284
13168,"Ullrich, V. and Haurand, M.",Thromboxane synthase as a cytochrome P(450) enzyme.,1983,11,105,110,NULL,NULL
13169,"Hamberg, M.","Biosynthesis of 12-oxo-10,15(Z)-phytodienoic acid: identification of an allene oxide cyclase.",1988,156,543,550,3178850,89025899
13170,"Hartmans, S., Smits, J.P., van der Werf, M.J., Volkering, F. and de Bont, J.A.M.",Metabolism of styrene oxide and 2-phenylethanol in the styrene-degrading Xanthobacter strain 124X.,1989,55,2850,2855,NULL,NULL
13171,"Bouvier, F., Hugueney, P., d'Harlingue, A., Kuntz, M. and Camara, B.","Xanthophyll biosynthesis in chromoplasts: isolation and molecular cloning of an enzyme catalyzing the conversion of 5,6-epoxycarotenoid into ketocarotenoid.",1994,6,45,54,7920703,NULL
13172,"Lefebvre, V., Kuntz, M., Camara, B. and Palloix, A.",The capsanthin-capsorubin synthase gene: a candidate gene for the y locus controlling the red fruit color in pepper.,1998,36,785,789,9526511,NULL
13173,"Xu, C.J., Chen, D.M. and Zhang, S.L.",(Molecular cloning of full length capsanthin/capsorubin synthase homologous gene from orange (Citrus sinensis).) (Article in Chinese),2001,34,147,150,12549109,NULL
13174,"Al-Babili, S., Hugueney, P., Schledz, M., Welsch, R., Frohnmeyer, H., Laule, O. and Beyer, P.",Identification of a novel gene coding for neoxanthin synthase from Solanum tuberosum.,2000,485,168,172,11094161,NULL
13175,"Bouvier, F., d'Harlingue, A., Backhaus, R.A., Kumagai, M.H. and Camara, B.",Identification of neoxanthin synthase as a carotenoid cyclase paralog.,2000,267,6346,6352,11029576,NULL
13176,"Hazra, A. B., Han, Y., Chatterjee, A., Zhang, Y., Lai, R. Y., Ealick, S. E., Begley, T. P.",A missing enzyme in thiamine thiazole biosynthesis: identification of TenI as a thiazole tautomerase.,2011,133,9311,9319,21534620,NULL
13177,"Zhang, R. G., Dementieva, I., Duke, N., Collart, F., Quaite-Randall, E., Alkire, R., Dieckman, L., Maltsev, N., Korolev, O., Joachimiak, A.",Crystal structure of Bacillus subtilis ioli shows endonuclase IV fold with altered Zn binding.,2002,48,423,426,12112707,NULL
13178,"Yoshida, K., Yamaguchi, M., Morinaga, T., Ikeuchi, M., Kinehara, M., Ashida, H.","Genetic modification of Bacillus subtilis for production of D-chiro-inositol, an investigational drug candidate for treatment of type 2 diabetes and polycystic ovary syndrome.",2006,72,1310,1315,16461681,NULL
13179,"Uziel, M. and Hanahan, D.J.",An enzyme-catalyzed acyl migration: a lysolecithin migratase. ,1957,226,789,798,NULL,NULL
13180,"Zarzycki, J., Brecht, V., Muller, M., Fuchs, G.",Identifying the missing steps of the autotrophic 3-hydroxypropionate CO2 fixation cycle in Chloroflexus aurantiacus.,2009,106,21317,21322,19955419,NULL
13181,"Joshi, J.G. and Handler, P.",Phosphoglucomutase. I. Purification and properties of phosphoglucomutase from Escherichia coli.,1964,239,2741,2751,NULL,NULL
13182,"Najjar, V.A.","Phosphoglucomutase,",1962,6,161,178,NULL,NULL
13183,"Ray, W.J. and Roscelli, G.A.",A kinetic study of the phosphoglucomutase pathway.,1964,239,1228,1236,NULL,NULL
13184,"Ray, W.J., Jr. and Peck, E.J., Jr.","Phosphomutases,",1972,6,407,477,NULL,NULL
13185,"Sutherland, E.W., Cohn, M., Posternak, T. and Cori, C.F.",The mechanism of the phosphoglucomutase reaction.,1949,180,1285,1295,NULL,NULL
13186,"Carlson, D.M.",Phosphoacetylglucosamine mutase from pig submaxillary gland. ,1966,8,179,182,NULL,NULL
13187,"Leloir, L.F. and Cardini, C.E.",Enzymes acting on glucosamine phosphates. ,1956,20,33,42,NULL,NULL
13188,"Ray, W.J., Jr. and Peck, E.J., Jr.",Phosphomutases,1972,6,407,477,NULL,NULL
13189,"Reissig, J.L. and Leloir, L.F.",Phosphoacetylglucosamine mutase from Neurospora.,1966,8,175,178,NULL,NULL
13190,"Ray, W.J., Jr. and Peck, E.J., Jr.",Phosphomutases.,1972,6,407,477,NULL,NULL
13191,"Rose, Z.B.",The purification and properties of diphosphoglycerate mutase from human erythrocytes.,1968,243,4810,4820,5687724,69029421
13192,Rose Z.B.,"The enzymology of 2,3-bisphosphoglycerate.",1980,51,211,253,6255773,81082732
13193,"Fujimoto, A., Ingram, P. and Smith, R.A.",D-glucose-1-phosphate:D-glucose-6-phosphotransferase.,1965,96,91,101,NULL,NULL
13194,"Ray, W.J., Jr. and Peck, E.J., Jr.","Phosphomutases,",1972,6,407,477,NULL,NULL
13195,"Ben-Zvi, R. and Schramm, M.",A phosphoglucomutase specific for beta-glucose 1-phosphate. ,1961,236,2186,2189,NULL,NULL
13196,"Ray, W.J., Jr. and Peck, E.J., Jr.","Phosphomutases,",1972,6,407,477,NULL,NULL
13197,"Hammen-Jepersen, K. and Munch-Petersen, A.",Phosphodeoxyribomutase from Escherichia coli. Purification and some properties.,1970,17,397,407,4992818,NULL
